# 4d SU(2) Monte Carlo	
# T	4
# L	8
# beta	2.6
# n_thermalisation	500
# n_measurements	10000
# Heatbath sweeps per MC update	1
# Over-relaxation updates per MC update	5
# polyakov_loop, 1x1 wilson loop
-0.4016463757	0.6637834398
-0.3721432954	0.6664869817
-0.3360049155	0.6714994463
-0.3614850853	0.6747912406
-0.3963191549	0.6756306002
-0.380070489	0.6690775628
-0.3603817314	0.6762317363
-0.3962031401	0.6701090509
-0.3945373093	0.673921076
-0.3905669693	0.6764444502
-0.4000541172	0.6699428935
-0.346512509	0.6674666164
-0.3392773089	0.6641142372
-0.3729796862	0.6657015707
-0.3797229253	0.6714801862
-0.3106583759	0.6708492845
-0.3610301492	0.6683955492
-0.3593106177	0.6664663586
-0.3894896576	0.665767153
-0.4048060894	0.6669097102
-0.406649813	0.6753249746
-0.3586011662	0.6710652967
-0.3924884662	0.6679708816
-0.3825058288	0.6660475984
-0.3858868171	0.6721570079
-0.3873230801	0.6700701566
-0.3737236257	0.6667354208
-0.4221166443	0.6656094135
-0.3580229034	0.6667023417
-0.3949192919	0.6675137092
-0.3848902995	0.6759857217
-0.3824519431	0.6771595863
-0.3570626528	0.6735919388
-0.3216727533	0.6685067645
-0.3326517927	0.6670595201
-0.3781361403	0.6727887295
-0.3735204766	0.6700526316
-0.3702040037	0.6722489743
-0.3540254088	0.669072451
-0.3957660581	0.6691397455
-0.4087664083	0.6653611467
-0.3373164477	0.6633478928
-0.3718301274	0.6669127797
-0.3850315483	0.6681191708
-0.3351749991	0.670130293
-0.3489593848	0.671389517
-0.3242590492	0.6681643522
-0.3369707919	0.6650084586
-0.3393949184	0.6680773128
-0.3343576948	0.6710252528
-0.3794993975	0.6762868136
-0.4280864501	0.6715545567
-0.4294190341	0.6653400382
-0.3672620779	0.6671151168
-0.2517442268	0.6730042838
-0.3329302453	0.6727257154
-0.355367758	0.6708737611
-0.3001863306	0.6693840977
-0.3072475231	0.6673809548
-0.3268341107	0.6702532378
-0.3879918452	0.6665619609
-0.4027386534	0.6722778259
-0.3980305843	0.6646691636
-0.3663936348	0.668433951
-0.3260599722	0.669688847
-0.3701778597	0.6705435451
-0.3275208296	0.6709681502
-0.3703793458	0.6650278925
-0.3795461836	0.6734656103
-0.3838684385	0.6729817109
-0.3609591827	0.6732954131
-0.3419356131	0.6758143292
-0.3599180721	0.6713386222
-0.3692434905	0.6701708993
-0.4003551444	0.6699937409
-0.3867148188	0.6688951534
-0.3457768324	0.6681209431
-0.3159237345	0.6713458253
-0.3588381648	0.6681738374
-0.3957167551	0.6690073466
-0.3654640697	0.6691897613
-0.3614693961	0.6691688674
-0.3657338667	0.6693983904
-0.3202588792	0.6723304042
-0.3349263357	0.6662370223
-0.3309084976	0.6646572967
-0.3039769462	0.670397417
-0.2805041578	0.6748395711
-0.2862647476	0.6715998089
-0.3558848761	0.6686461055
-0.3721143344	0.6699078789
-0.3781926735	0.6689153607
-0.3659031175	0.6677782873
-0.4136634185	0.6713582127
-0.4162795594	0.6782760309
-0.4418865051	0.6819385314
-0.3774284186	0.6767407545
-0.3474170626	0.6718337663
-0.3949546946	0.6721689159
-0.4056874983	0.6738660394
-0.3566568069	0.671995866
-0.4032168572	0.6745438715
-0.3450428403	0.6676754139
-0.3784276259	0.672372125
-0.4128471765	0.6707702161
-0.3714686649	0.6673105145
-0.3991101621	0.6658054164
-0.3760269376	0.6644193191
-0.3421690824	0.6661818235
-0.3214965733	0.6749274229
-0.3521038461	0.6692699473
-0.3912618766	0.6705458818
-0.3728553163	0.6701155827
-0.3535270175	0.6715014046
-0.3696722918	0.6722547321
-0.395465322	0.6711444844
-0.3903829599	0.668592626
-0.3649384952	0.6700799456
-0.3920240885	0.6704530722
-0.4030495436	0.6658536165
-0.3815583524	0.6709429194
-0.3483825727	0.6755135598
-0.3803756355	0.6711540643
-0.3623098202	0.6746418167
-0.440593283	0.6701477314
-0.3758421579	0.6650783912
-0.3608019591	0.6676790465
-0.3631536429	0.6670778516
-0.3392713777	0.6729817597
-0.3118942452	0.6703259086
-0.2907199476	0.6702191072
-0.2898136368	0.6682548373
-0.3045033719	0.66866697
-0.3166177093	0.6685866714
-0.2862316989	0.664414819
-0.3118790031	0.6662996306
-0.3302100189	0.6672459227
-0.3575080153	0.6729297153
-0.4358817275	0.6725444611
-0.3396831202	0.6730834811
-0.2761998894	0.6698751701
-0.2887312607	0.6651444311
-0.3169519068	0.6665377306
