# 4d SU(2) Monte Carlo	
# L	8
# beta	2.3
# n_thermalisation	1000
# n_measurements	0
# Heatbath sweeps per MC update	1
# Over-relaxation updates per MC update	0
# plaquette 	 4x4 wilson loop
0.001742292524	-0.003000362617
0.375937364	0.002894695107
0.4556431469	0.004285527685
0.497104843	0.001949615871
0.5213526906	0.0009855643714
0.5370527681	-0.001665242775
0.5464770797	-0.006177810644
0.5548809798	-0.004107072372
0.5632127415	0.003335893949
0.5704331499	0.005611874471
0.5679814819	-0.001781890905
0.5684964239	0.004443668305
0.5733557779	0.001160856072
0.5793428281	0.003325546402
0.583149075	-0.0006193659436
0.5840807107	0.0005471788907
0.585080466	-0.002661958685
0.5869905078	-0.005605286136
0.5921729118	0.0006578857396
0.587686962	0.004819848956
0.5881356489	-0.002200418222
0.5920096242	-0.003791140483
0.5929229418	0.001048642999
0.5935654216	0.003975092236
0.5956899623	0.0001447315688
0.593144338	0.0008815436347
0.5964949749	0.00193825115
0.595330186	0.006211406432
0.5961043476	4.193057944e-05
0.5985467167	0.005807835992
0.5973750386	0.00743853253
0.5953847178	0.004880499873
0.5963350554	0.005636341288
0.5989659405	0.010669657
0.5958343518	0.004549044096
0.5941775423	0.005954930479
0.5969775026	0.003756561452
0.5950601375	0.007973340464
0.6019644856	0.009921770713
0.6000937899	0.00949296357
0.5959446175	0.003444211184
0.5956564264	0.001919316285
0.6011391164	0.005883387865
0.6019981652	0.002399350888
0.6044561398	0.003337611564
0.6005002516	0.008231210214
0.6040494871	0.005445503332
0.6054500395	0.01128227913
0.6035543738	0.009641152932
0.6008143193	-0.0003044868428
0.607125921	0.003908510305
0.6049339966	-0.001205274637
0.603578217	0.001431602866
0.6045360826	0.00513747792
0.5979564844	0.006463459043
0.6006727168	0.005996876939
0.6028933371	0.009397780996
0.5973882908	0.005481239888
0.5984265204	0.00294211682
0.606047825	0.008912221103
0.6013674071	0.001659758114
0.6013811361	0.001597886199
0.6029850024	0.007748720265
0.6070164985	0.007541180905
0.600317691	0.002036544751
0.5986418811	0.006386489856
0.6062584763	0.007065564885
0.6026347396	0.006460117861
0.6011471423	0.004248101711
0.6021213514	0.001660180002
0.5985316103	0.00494492721
0.6001846932	4.510983229e-05
0.6050232668	0.004105640054
0.6027663299	0.001232932833
0.5987071606	0.0005651588551
0.5991200599	0.004134667813
0.6010744612	-0.004502833762
0.6021003148	0.006441855738
0.6071227481	0.003763411658
0.6055928639	0.007950480294
0.6032837042	0.001802068846
0.6071529886	0.004451403494
0.6049992174	0.007111747665
0.6008455765	0.01066046135
0.6009930931	0.007075114832
0.6020884777	0.002598370582
0.5979269427	0.008168389952
0.5975969126	0.003524031291
0.5967388497	0.0006810233355
0.5959352807	0.0006626915754
0.6029325753	-0.003648183981
0.5996842053	-0.003136592393
0.5972379613	0.006499020248
0.5975561998	0.003746906969
0.5997079512	0.01184762962
0.5988090471	0.001921548386
0.6012730871	0.007525421658
0.604832925	0.005838081386
0.6028086233	0.0003285364124
0.5972425691	0.001716012285
0.599357703	0.002593888742
0.5970704957	0.008616763532
0.5944303191	0.003314639648
0.5944696725	0.002895613957
0.5971253002	0.00645872776
0.6000428211	0.003661129089
0.5943455576	0.005884682224
0.5957240223	0.005325169745
0.5958860334	0.007940196579
0.5966579399	0.002163048147
0.5993941446	0.002318195772
0.6026943863	-0.002806525811
0.5982002781	-0.00238858683
0.6010777057	0.002299866308
0.6001181702	0.00120148485
0.5966548922	0.004900327155
0.6008772004	0.001128089412
0.596150211	0.009185703485
0.6033289075	0.006429880559
0.5989079037	0.0009894592657
0.6006293712	0.0008242232292
0.5958523458	0.00627880449
0.5988210008	0.004078630609
0.5986637452	0.01098425281
0.6016769261	0.005217585412
0.6057526666	0.004579239674
0.6043699237	-0.0004368234944
0.604676143	0.002943211437
0.6040123969	0.006563343274
0.6022176508	0.006378808233
0.6013471972	0.000328244487
0.6016120992	0.002066411135
0.604802147	0.004800332042
0.6038628044	0.002926513953
0.6066998056	0.009003048628
0.6065619084	0.006031043735
0.6064561319	0.0004592436281
0.6088797652	0.002116557368
0.6053716287	0.007978582833
0.6073739843	0.004004906225
0.6050102811	0.006336719759
0.604236138	0.006755205996
0.6064507896	0.005298461758
0.610001789	0.006501377819
0.6042393496	0.005703851774
0.6055743741	0.006334294419
0.5998539433	0.005514089122
0.6000603433	0.002893829093
0.5989352129	0.003135901392
0.6035744923	0.006034703216
0.607722985	0.0006589370935
0.6050975456	0.005839374741
0.6066424755	0.008134880149
0.608006995	0.005375310124
0.6058861639	0.001359504983
0.6031988358	0.009044698594
0.5995257708	0.008668511831
0.6003573185	0.007112079358
0.5967368572	-0.00435372054
0.5968924789	0.004163731074
0.603377963	0.005025832833
0.6027269686	0.001672774048
0.6003034441	0.006394429275
0.5974216282	0.003352200916
0.6036571302	0.007479896626
0.6008508212	0.009516906424
0.6048015391	0.0039807791
0.6007092222	0.002241594254
0.599953068	0.004754021548
0.6029015632	0.008547134369
0.6035921058	-7.878973009e-05
0.6087657703	0.0007651964685
0.6022555153	0.005177485566
0.6001718065	0.001985519984
0.6008291653	0.005283648737
0.6016490185	0.01049553338
0.6032477823	0.008168153397
0.5998425993	0.01050427172
0.6018880396	0.01034731901
0.603510757	0.003344055652
0.6026837745	0.009749190489
0.602859449	0.008792304762
0.6035945027	0.005283643164
0.603636128	0.005636904687
0.6082923246	0.00821327163
0.6098576159	0.004560407055
0.6096997604	0.007578831537
0.6030408222	-0.0009387232934
0.6052647638	0.0003927882116
0.6038250348	0.005942178663
0.6061356676	0.003323197287
0.6041713375	-0.0001738570329
0.6005784723	0.0005604870847
0.6033895684	0.007594888992
0.6032090262	0.003571826734
0.6027584417	0.008887506008
0.5996750892	0.00543318229
0.6014874276	0.009618470626
0.6013680632	0.008181813619
0.6021237066	-0.004481692956
0.6010384098	-0.0007135963305
0.6001005229	0.008395841012
0.6011956354	0.006719491462
0.6008640867	0.002494792552
0.601300847	0.0064620335
0.6057225166	0.01025438409
0.6025224654	0.00238334635
0.6035010931	0.006011473262
0.5970743055	0.003559653132
0.5953074721	0.00315934219
0.5973792698	0.003412325426
0.5965280446	0.002222969974
0.6017813348	0.006758761952
0.602796729	0.006236336749
0.598568797	0.004605166971
0.5985545937	0.008269199506
0.6004926717	0.005606194529
0.6030517963	0.006200223077
0.604314008	0.004627561957
0.6076358962	0.004307795626
0.6065788502	0.003030014018
0.6077417391	0.0009196538154
0.6068256603	0.006739743267
0.6071056584	0.004739452555
0.6076643382	0.003117046292
0.6060199617	0.001413071287
0.6048886921	0.003118206811
0.6007834254	0.007612215021
0.6007371596	0.009897966755
0.6018071351	0.0070571426
0.6043386903	0.007377287966
0.6052545507	0.005671304083
0.6047539661	0.005828209779
0.6047028398	0.006653048231
0.6009983031	0.005553347935
0.6022543358	0.007791198612
0.601895416	0.005577751123
0.6042408443	0.008432328706
0.6057926883	0.003571602991
0.6054848775	0.01214360814
0.6028156294	0.004858242615
0.6019472105	0.003898385468
0.6039815867	0.00980340759
0.6038263709	0.01353577493
0.6053643753	0.01014451475
0.6055848716	0.001744026303
0.6062084433	0.000340404163
0.6031664823	0.004482170473
0.6014350954	0.000273561141
0.6010984923	-0.0005203038391
0.5986250166	0.005437347265
0.5968341779	0.004710261241
0.6035141507	0.008353907751
0.5993602394	0.002711568281
0.6043331694	0.01284701878
0.6001977568	0.004648917944
0.5984872756	-0.001451892436
0.6002661162	0.006391695389
0.6031152349	0.001076315532
0.6031950396	0.009176225987
0.603234845	0.003057886311
0.5984265242	0.003623003788
0.600171111	0.005343675699
0.6005883826	0.001269228094
0.5990911813	-0.0004939107518
0.5987734644	0.003842361741
0.5966332347	0.004764055773
0.6038841279	0.004185967289
0.5995161398	0.001533263933
0.5936277376	0.001136448695
0.5948786421	-0.0004522010637
0.59629397	0.005761018184
0.5979138506	0.0002690309154
0.5997751461	0.006797714381
0.5995612893	0.002362982694
0.6020039042	0.002257281328
0.5999180357	0.008274789848
0.5995161486	0.001094236133
0.6006241053	0.002150425887
0.6035241295	0.006358952867
0.6053747472	0.005760100058
0.6023214404	0.007804700295
0.6039148944	-0.002888465359
0.6010299801	0.004512136218
0.5995170306	-0.001963653513
0.5971085387	0.007628454639
0.5943276536	0.003209654222
0.5991483285	-0.0008333400355
0.5953938494	0.002398488973
0.5986943874	-0.003291410611
0.6002462075	0.004543801949
0.599684309	0.0003947654116
0.6029730774	0.002931744687
0.5987745698	0.001441310682
0.6005054335	0.004351899055
0.6014044965	0.002247735432
0.5979884251	-0.0003337688844
0.6019163128	-0.001692047616
0.6000582915	0.001207586835
0.599460623	-0.0006346268447
0.5994804032	0.001314398555
0.5957235944	0.001558280352
0.5984682525	-0.001328321736
0.6006576559	0.005008577854
0.6005063412	0.004856659358
0.5981099429	0.003107152913
0.5987622479	0.0007747066053
0.5984615395	0.0008594387357
0.6001293085	0.00383436748
0.5985924025	0.005384914045
0.5982289265	0.002668266934
0.5997428674	0.001060548369
0.6003131133	6.504975901e-05
0.5999166855	0.004751200101
0.6008582867	0.007467143311
0.6023902327	0.00640018727
0.6018403795	0.00798087609
0.6001640745	0.001084561152
0.6036998027	0.01081806973
0.6057363652	0.005175347394
0.604998052	0.006724652974
0.6058550787	0.005676818936
0.6032859268	0.008574230108
0.6055782779	0.004868702188
0.600320402	0.003481518106
0.6028461718	0.002854295804
0.6005878961	-0.0001329200109
0.5959844323	0.001625699248
0.602576685	0.001440988753
0.6056562053	0.007995599314
0.5984569941	0.00322185576
0.6026847095	0.01303238444
0.6007035121	0.006549733044
0.60003021	0.002675060093
0.6006584203	0.005696492477
0.5979615834	0.001268362892
0.6027118049	0.003943011526
0.6024088015	0.004714026993
0.5980805345	-0.001284934858
0.5983806163	-0.001037846292
0.6008328204	0.005195749941
0.6007474999	0.001152966553
0.6005855397	0.008718146431
0.6027779837	-0.002327248325
0.6009721459	0.005841847884
0.6050451875	0.002016696004
0.6015742124	0.009999275755
0.6036028871	0.008111615707
0.6057368413	0.006076786585
0.6084012464	0.00623229
0.6098687485	-5.884128926e-05
0.6096053113	0.001640450655
0.6078617943	0.001365944074
0.6029136289	0.005725295289
0.6047088383	0.003229015313
0.6037062143	0.001210112842
0.6027673372	0.007663427344
0.6025391197	0.005951381768
0.6008306062	0.00141608747
0.6014681944	0.01093021916
0.5992719623	0.01116765514
0.6008256226	-0.001063905053
0.5998608059	0.000540883914
0.6011733335	0.001489357971
0.6018539726	0.0085835469
0.6066483232	-0.0002971684008
0.6065280434	0.002510275912
0.6036503104	0.003408381384
0.6019033655	0.005685110916
0.6031543149	0.0006294389484
0.6018219475	0.006126336247
0.6018528516	-0.000305828023
0.6020851669	0.009232892991
0.6009375749	0.006486173354
0.5969943595	0.008712416033
0.6014753891	0.006160220335
0.5952195731	0.006507030589
0.5947214447	0.007552582283
0.596523707	0.005122686215
0.6002449917	-0.001293097785
0.6038538608	0.007248488775
0.6025933319	0.009216322551
0.6015666076	0.003550241776
0.6018800975	0.005915743878
0.6017961344	0.006864682019
0.6003919571	0.0082578734
0.6009746879	0.004545360008
0.6032812967	0.009435399039
0.6031104844	0.004358276055
0.5977413756	0.01043863387
0.599535065	0.005303578183
0.5971359551	0.005691343632
0.6018030115	0.002590367578
0.6038511003	0.004827439289
0.6024147052	-0.002262980224
0.6042916663	0.01146733222
0.6032593257	-0.001279984022
0.6023118788	0.006155520988
0.6046259576	0.00689816529
0.6053422257	0.005409920343
0.6079823344	0.006921900152
0.5997922446	0.001539210532
0.6035976963	0.008924963952
0.6045122067	0.007100696042
0.6117980242	0.01235190438
0.6062169287	0.01097974513
0.6035988124	0.002406692957
0.6063320081	0.009636674462
0.6063745872	0.007208417253
0.6057852386	0.004857559412
0.6078480827	0.003856301252
0.605297283	0.002616225998
0.605786296	0.0006314551758
0.6053088148	0.003585240139
0.6091836579	0.003668059435
0.6082124869	0.004260297038
0.6084849672	0.001581554398
0.6044827083	0.01024181747
0.6067414766	0.006894749394
0.6040308313	0.008195680475
0.6010798716	-0.0003731771394
0.5987568573	0.006649334327
0.6031251916	0.007389490221
0.6018576367	0.00304503987
0.6008431556	0.006910745935
0.6030984482	0.007517176797
0.6063806668	0.006838414373
0.6033805632	0.005546411975
0.6026364264	0.006556683512
0.6015076241	0.003415480199
0.5984523502	0.005072762345
0.60496717	0.00806156322
0.6001649044	0.005566629915
0.5993008734	-0.0001587756236
0.6012144222	0.01123000374
0.6029909014	0.003950823841
0.6043879489	0.0113730501
0.6026332174	0.005639862243
0.6009171601	0.004341343492
0.6035773576	0.009757830495
0.602658014	0.004568403162
0.6004906504	0.002520624113
0.6021300893	0.003233286828
0.600963599	0.00204405597
0.6012912608	0.007072477187
0.6035734801	0.004483980591
0.5979514332	0.003776895417
0.5983092448	0.001935428496
0.5970270007	0.004714775806
0.6001997669	0.003963625812
0.6052872021	0.004923293411
0.6033857472	0.01145659786
0.6067163809	0.002122829951
0.6005538061	0.004582316235
0.5989101814	0.004957799449
0.60034509	0.005248206364
0.6031445149	-0.00177577501
0.6014899714	0.006681711685
0.6019003784	0.003221746893
0.5965239567	0.006009333366
0.6044981388	0.002323524367
0.6014414182	0.00420845353
0.6004101334	0.001109302382
0.5965042487	0.004477611268
0.6001140522	0.002961362186
0.6036563942	0.004109874142
0.6006282422	0.006017162942
0.5958870895	-0.002828300852
0.5971771236	0.002591153626
0.603961677	0.001570731605
0.6051348652	0.0008733612485
0.6017216737	-0.0001135310927
0.6037130656	0.005920771626
0.599343921	0.001381796679
0.6051538601	0.00747872542
0.6037586193	0.008979059294
0.5980817605	0.008053950628
0.5999971485	0.008290378265
0.597580465	0.002332341761
0.5991206674	0.006040855543
0.5998911142	0.003167861485
0.5981095045	0.004611513322
0.6003489841	0.006604703947
0.6020574273	0.003048547241
0.5998308836	0.008209508422
0.6025575059	0.006852183173
0.5990861042	-0.001280068001
0.6030955926	0.002579148388
0.6027323749	0.002460357895
0.5972164541	0.003777129004
0.6035016511	0.001989745793
0.6007295152	0.006343818829
0.5977506495	0.0005712476559
0.6022931095	-0.001412913179
0.6032788474	0.005143672578
0.602025387	-0.0004123335586
0.5950107977	0.00388858015
0.5985532079	0.001846111984
0.5983683882	0.004452267329
0.5962251731	-0.001422079532
0.5984832095	0.003674800906
0.6015476041	0.003057780498
0.6046245608	0.001432889127
0.604504915	0.00301705171
0.6035795011	0.0006657738843
0.605046283	0.002550011748
0.6047738132	0.004776879094
